code,meigara,kana,kuramoto,ken,shi,address,meigara_2,yomi,syurui,gennryoumai,seimaibuai,siyoukoubo,nihonnsyudo,sando,aminosanndo,amakarado,noutanndo,arukouru
61,出羽の冨士,でわのふじ ,佐藤酒造店（秋田県）,秋田県,由利本荘市,秋田県由利本荘市矢島町七日町26,出羽の冨士  芳春,ほーしゅん,,,45%,,-7,,,,,18～19%
61,出羽の冨士,でわのふじ ,佐藤酒造店（秋田県）,秋田県,由利本荘市,秋田県由利本荘市矢島町七日町26,出羽の冨士  純米 生原酒,,純米酒 生原酒,ひとめぼれ,70%,AKITA 雪国酵母,+1.0,1.9,1.1,-0.71,+0.51,16～17%
2727,鳥海山,ちょうかいさん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,鳥海山  純米大吟醸,,純米大吟醸,天寿酒米研究会契約栽培米,50%,ND-4,+1.0～+3.0,1.3～1.5,,,,15.0～15.9%
2727,鳥海山,ちょうかいさん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,鳥海山  純米吟醸 即詰生原,,純米吟醸,酒造好適米,55%,,+0.4,1.9,0.9,-0.65,+0.53,17%
2727,鳥海山,ちょうかいさん,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,鳥海山  純米吟醸 爽快辛口,,純米吟醸,,55%,NI-2,+9,1.5,1.1,-0.98,-0.61,15%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  秘蔵大吟醸,,大吟醸10年古酒,山田錦,45%,,+4～6,1.4～1.6,,,,16～17%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  古酒大吟醸,,大吟醸3年古酒,山田錦,40%,,+4～6,1.2～1.4,,,,16～17%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  純米大吟醸,,純米大吟醸,美山錦,40%,,-2～±0,1.2～1.4,,,,16～17%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  大吟醸,,大吟醸,美山錦,40%,,+4～6,1.2～1.4,,,,16～17%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  純吟,,純米吟醸,美山錦,55%,,+1～3,1.4～1.6,,,,15～16%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  特別純米 雪の詩,,特別純米酒,美山錦,60%,,+1～3,1.5～1.7,,,,15～16%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  純米吟醸,,純米吟醸,美山錦,60%,,±0～+2,1.3～1.5,,,,15～16%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  初しぼり 純米吟醸 生酒,,純米吟醸,美山錦,60%,+4～6,1.3～1.5,,,,,15～15.9%
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  本醸造 あきたこまち,,本醸造,あきたこまち75%、美山錦25%,60%、65%,,-1～+1,1.0～1.3,,,,
197,天寿,てんじゅ,天寿酒造,秋田県,由利本荘市,秋田県由利本荘市矢島町城内字八森下117,天寿  本醸造 花のように,,本醸造,秋田県産米,70%,ND-4,-0.5～+1.5,0.5～1.5,,,,14.0～14.9%
59,能代,のしろ,喜久水酒造（秋田県）,秋田県,能代市,秋田県能代市万町6-37,能代  特別吟醸 朱金泥 釀蒸多知,しゅこんでい かむたち,大吟醸古酒,山田錦,33%,,+5,1.4,,-0.5,-0.61,17.5%
59,能代,のしろ,喜久水酒造（秋田県）,秋田県,能代市,秋田県能代市万町6-37,能代  特別吟醸 朱金泥,しゅこんでい,大吟醸,山田錦,40%,,+5,1.4,,-0.5,-0.61,17.5%
59,能代,のしろ,喜久水酒造（秋田県）,秋田県,能代市,秋田県能代市万町6-37,能代  比羅夫,ひらふ,大吟醸,山田錦,40%,,,,,,,
59,能代,のしろ,喜久水酒造（秋田県）,秋田県,能代市,秋田県能代市万町6-37,能代  吟醸純米 喜三郎の酒 ささにごり,きさぶろうのさけ,純米吟醸 活性にごり,美山錦,50%,,+2,1.6,,-0.45,-0.1,16.5%
59,能代,のしろ,喜久水酒造（秋田県）,秋田県,能代市,秋田県能代市万町6-37,能代  縄文,,吟醸酒,華吹雪,55%,901号,+2,1.7,1.2,-0.57,+0.09,15.0～16.0%
3286,雪の十和田,ゆきのとわだ,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,雪の十和田  秋田流 山廃純米,,純米酒,美山錦,65%,,+1,1.6,,-0.36,-0.06,15.6%
3286,雪の十和田,ゆきのとわだ,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,雪の十和田  生もと 純米,,生もと 純米酒,,,,,,,,,
190,北鹿,ほくしか,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,北鹿  大吟醸 丹精無二,,大吟醸,山田錦,35%,,,,,,,
190,北鹿,ほくしか,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,北鹿  大吟醸 一番滓,,大吟醸,山田錦,35%、45%,,,,,,,
190,北鹿,ほくしか,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,北鹿  純米酒 ひやおろし 雪中貯蔵,,純米酒,,,,,,,,,15～16%
190,北鹿,ほくしか,北鹿,秋田県,大館市,秋田県大館市有浦2-2-3,北鹿  本醸造 雪中の舞,,本醸造,吟の精,70%,,+2,1.3,,-0.1,-0.67,15.6%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  大吟醸 欅蔵,,大吟醸,山田錦,38%,AK-1,+5,1.2,,-0.27,-0.99,15～16%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  大吟醸 秋田酒こまち,,大吟醸,秋田酒こまち,35%,こまち酵母,+4,1.1,1.0,-0.06,-1.13,15～16%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  無農薬 山廃純米酒,,山廃純米酒,美山錦,55%,7号系,+3,1.6,1.4,-0.54,-0.15,16.0～16.9%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  本醸造原酒,,本醸造原酒,美山錦,60%,7号系,+3,1.7,1.5,-0.66,+0.04,18.0～18.9%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  山廃純米酒,,山廃純米酒,美山錦,58%,協会7号,+4,1.9,,-0.98,+0.37,15～16%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  山廃純米 ひやおろし,,山廃純米,美山錦,60%,7号系,+7.5,2.1,,-1.54,+0.59,15～16%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  山廃本醸造,,山廃本醸造,美山錦,60%,協会7号,+3,1.5,1.3,-0.43,-0.34,15.0～15.9%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  夏冷酒,なつれいしゅ,生貯蔵酒,美山錦,60%,7号系,+4.0,1.4,,-0.4,-0.57,13～14%
196,飛良泉,ひらいずみ,飛良泉本舗,秋田県,にかほ市,秋田県にかほ市平沢字中町59,飛良泉  ＬIＧＨＴＹ,ライティ,,,55%,AK-4,,,,,,9.0～9.9%
58,太平山,たいへいざん,小玉醸造,秋田県,潟਍Ɏⱞ쬀べ౵彷൯上市飯田川飯塚字飯塚34-1,太平山  大吟醸 壽保年,じゅほうねん,大吟醸,山田錦,35%,秋田流花酵母AK-1,+4,1.3,0.9,-0.29,-0.76,17.1%
58,太平山,たいへいざん,小玉醸造,秋田県,潟਍Ɏⱞ쬀べ౵彷൯上市飯田川飯塚字飯塚34-1,太平山  純米大吟醸 澄月 無濾過,,純米大吟醸,秋田酒こまち,40%,,±0,1.5,1.3,-0.15,-0.2,15～16%
58,太平山,たいへいざん,小玉醸造,秋田県,潟਍Ɏⱞ쬀べ౵彷൯上市飯田川飯塚字飯塚34-1,太平山  純米吟醸 澄月 無濾過,,純米吟醸,秋田酒こまち,55%,,±0,1.7,1.6,-0.38,+0.18,17～18%
58,太平山,たいへいざん,小玉醸造,秋田県,潟਍Ɏⱞ쬀べ౵彷൯上市飯田川飯塚字飯塚34-1,太平山  白洲野,しらすの,本醸造,美山錦、トヨニシキ,65%,,+6.0,1.4,,-0.59,-0.66,15.5度
3808,今人,いまじん,小玉醸造,秋田県,潟਍Ɏⱞ쬀べ౵彷൯上市飯田川飯塚字飯塚34-1,今人  純米吟醸,,純米吟醸,あきた酒こまち,55%,,+2.5,1.7,,-0.61,+0.06,15%
188,十五代彦兵衛,じゅうごだいひこべい,福禄寿酒造,秋田県,南秋田郡,秋田県南秋田郡五城目町字下タ町48,十五代彦兵衛  特別純米酒,,特別純米酒,吟の精50%、美山錦50%,50%,こまち酵母,,,,,,15～16%
